trait,sample,ll_neut,ll_dir,I1_dir,ll_stab,I2_stab,ll_plei,Ip_plei,ll_full,I1_full,I2_full
arthrosis,0,80.98610410785314,81.04698009183078,-0.00010156250000000001,92.62392546033747,0.5505798491957082,92.71421832313875,1.7363946437413134,92.64225981133433,-2.7303821230816897e-05,0.5140511022806624
asthma,0,50.14992640255114,50.17285052206135,-3.5156250000000004e-05,53.54910082204593,0.049536107255327394,53.67871723911188,0.09027477325003834,53.550769867305625,-4.861450413955073e-06,0.04969685842013546
bc,0,95.79887966838658,100.42381886855729,-0.00025,104.84424523227369,0.03172248403594027,107.86507982151034,0.07587993551228157,108.23334038465917,-0.0001605905114492998,0.028200295732747738
bmi,0,657.5794237236402,659.5271249057979,-0.00022460937499999998,839.528374190726,0.8262088521032842,898.2209041821154,10.789661315187933,847.4129909544162,-0.000120598214997202,0.9143262236641124
cad,0,28.726195111238138,29.290894057263188,-0.00012890625,35.77519464513515,0.04994996131938438,37.646290724781856,0.2757885121533922,36.13696001660528,-6.951477226327896e-05,0.04968396699349179
dbp,0,334.7562511516084,336.15261921094714,0.0003125,424.3931550705622,1.5247657391918914,433.1994968461848,7.3071011162317365,425.18219542210346,0.0001425406253600852,1.5117234175125693
diverticulitis,0,62.966346180783965,62.963338154502765,-1.953125e-06,68.64172777320137,0.0997081064668543,70.44466692781313,0.3357194960343773,68.64299290705219,-5.5835143086758474e-08,0.0995478206825577
fvc,0,529.0988000427327,529.5586503452319,-0.00015820312499999998,670.7718489535946,1.7177538772999912,700.4974381190219,9.189275031730718,670.8370889470959,-3.401259888669672e-05,1.717061349138953
gallstones,0,40.62112069822406,41.757469714200134,-0.00014257812500000002,42.664359604856976,0.007628196556020672,43.456504597017286,0.024825468945667954,43.50489215704961,-8.88829044161952e-05,0.007482646227544439
glaucoma,0,27.70575891018317,28.887387447715266,-0.000232421875,28.95467609191186,0.01673903697759467,29.006365876425388,0.02423392883010655,29.760060712251228,-0.00016703300391691293,0.01598830491467438
grip_strength,0,257.08573374336953,263.24698344165694,0.0016347656250000002,303.86667352998415,5.447916828767727,307.59524009941276,23.1122791054545,308.02393456764423,0.0008296716840104875,5.401923582098337
hdl,0,483.978765188907,485.8462808314854,0.0001162109375,557.6041086613933,0.0947403607693772,630.4269904237253,1.4582862249262527,559.0469073683587,8.616103223525124e-05,0.0940020887359405
height,0,1859.7330371197468,1859.8402669693057,3.22265625e-05,2339.777204763682,0.24704350336410483,2613.020349267619,2.6287602347104015,2338.8605128314284,2.0744191504442363e-05,0.2447827457033383
hypothyroidism,0,119.0138380555706,122.79946582400726,-0.00021484375000000003,120.97531635990235,0.008158702434302957,122.0179261368007,0.012967068255593402,124.03966079878843,-0.00016196800767647793,0.006659577203533819
ibd,0,83.46590380564827,83.62141200360529,2.9296875e-05,86.84734654006527,0.006089341245291701,87.12555981373525,0.00938979801047701,86.99415810879252,1.7906278914921366e-05,0.00585807001758707
ldl,0,316.3918418457189,323.5976813914327,0.00022656249999999998,335.28673201322204,0.02259964215294614,386.73190318843405,0.4963924819369051,340.2483774972683,0.0001500135240785311,0.022644195706377015
malignant_neoplasms,0,28.65193560827593,32.76563444711509,-0.0006406249999999999,33.57458850348771,0.11893042442624313,33.40051865994952,0.21031777400281618,36.81880809579441,-0.00042733096745237815,0.10458772864428334
pulse_rate,0,326.9510977200703,327.43803176474563,-0.00011132812499999999,390.4524447656395,0.44829355998392534,409.2036295526073,1.8081171375416756,390.80856296667366,-6.626577172006904e-05,0.4497346693695815
rbc,0,528.6830016949611,529.0897422409771,-8.3984375e-05,623.2378768827077,0.4099164174745408,659.4870394342456,1.7944471170775682,623.5441582053675,-5.283799140362713e-05,0.4102569665896769
sbp,0,544.1821118756212,546.2678136502077,0.000248046875,700.60726314318,1.2117092897895236,715.620345812534,5.516331928310502,702.0705640011383,0.00013365979852040125,1.2346321158223428
scz,0,127.60827167149282,128.41680016579807,-0.00017578125,148.95024179777073,0.2317603096779238,153.59381451403283,46.47419908346977,149.39036932691266,-9.13715511342162e-05,0.23220596326566684
t2d,0,117.9837828704969,118.64769665535759,9.66796875e-05,123.42757793147337,0.03218954542870868,129.2764886984135,0.12786105432608988,123.82141384744227,5.7854062503093e-05,0.03260265874137725
triglycerides,0,392.3850926667112,392.3692393819845,1.171875e-05,441.0837615791947,0.11197500583558206,495.90895563696216,1.5368132411793267,441.09550859234156,6.269345758482911e-06,0.11196715440396389
urate,0,354.7471361139881,355.13859318200764,7.8125e-05,383.01239693975896,0.0880890395856285,435.6270896079678,1.893948493517279,383.2418140211549,4.805256741019559e-05,0.08814159279982625
uterine_fibroids,0,35.40177286971681,36.64087281041933,-0.0001552734375,39.76051193824928,0.024318540119653363,39.25297407489708,0.05848453154781794,40.546452891412464,-8.33447565271044e-05,0.023582389830656858
varicose_veins,0,89.06973597328881,89.10106074436322,-2.34375e-05,96.06236972151828,0.05056017794346738,98.68015360129164,0.12951041275724667,96.14840296328079,-3.257052885718544e-05,0.050443587216556354
wbc,0,390.74251845365444,390.81886744718514,5.46875e-05,448.9904520549815,0.6255889406056367,463.8117393626992,2.0360529234616656,449.0321655462571,2.258227644233556e-05,0.6272078661249326
