trait	model	beta	p_thresh	param_combo	rep	I1	I2	Ip	ll_neut	I2_stab	ll_stab	I1_dir	ll_dir	Ip_plei	ll_plei
IBD	plei	ash	1e-08	0	87			1e-100	83.37	-0.00031	83.43	1e-05	83.39	0.00025	83.6
IBD	plei	ash	1e-08	0	88			1e-100	83.66	-0.00097	83.91	-0.0	83.66	0.00128	84.45
IBD	plei	ash	1e-08	0	89			1e-100	78.15	-0.0	78.15	4e-05	78.57	0.0	78.15
IBD	plei	ash	1e-08	0	90			1e-100	89.08	-0.0026	91.04	0.0	89.08	0.00272	90.92
IBD	plei	ash	1e-08	0	91			1e-100	89.66	-0.0	89.66	2e-05	89.79	1e-05	89.67
IBD	plei	ash	1e-08	0	92			1e-100	90.55	-3e-05	90.55	-1e-05	90.56	6e-05	90.58
IBD	plei	ash	1e-08	0	93			1e-100	80.06	-0.00059	80.22	1e-05	80.07	0.00032	80.34
IBD	plei	ash	1e-08	0	94			1e-100	83.23	-0.00017	83.24	-2e-05	83.34	8e-05	83.29
IBD	plei	ash	1e-08	0	95			1e-100	82.94	-0.0	82.94	3e-05	83.24	0.0	82.95
IBD	plei	ash	1e-08	0	96			1e-100	80.61	-1e-05	80.61	-6e-05	81.95	1e-05	80.62
IBD	plei	ash	1e-08	0	97			1e-100	82.17	-0.0	82.17	5e-05	83.0	0.0	82.18
IBD	plei	ash	1e-08	0	98			1e-100	82.93	-9e-05	82.94	-3e-05	83.23	2e-05	82.95
IBD	plei	ash	1e-08	0	99			1e-100	78.85	-0.0	78.85	-7e-05	80.62	0.0	78.86
