trait,sample,ll_neut,ll_dir,I1_dir,ll_stab,I2_stab,ll_plei,Ip_plei,ll_full,I1_full,I2_full
Atrial fibrillation,0,33.63750174415412,35.851639925887824,-0.000171875,35.34090609528262,0.00816420803326168,36.015650304045316,0.013516348315802411,37.32631369379754,-0.00014138357384217682,0.008948297684732405
Atrial fibrillation,1,33.11995526772737,35.35296244881622,-0.000169921875,34.923587531672105,0.008134887709508608,35.63380013491127,0.014449848084465757,36.93725755979462,-0.00013176159360955356,0.009091941328547555
Atrial fibrillation,2,34.2444225231999,36.556566711498924,-0.000173828125,36.1514740816133,0.008206541239411547,36.83723485565483,0.01471048369967676,38.22172565276961,-0.00013186613592711187,0.009373485170647837
Atrial fibrillation,3,33.26453241382721,35.649475441315,-0.0001748046875,35.22388689501599,0.008199163206608663,35.920671429851176,0.014875135740552176,37.345227060279136,-0.0001320810493930935,0.009077566481751616
Atrial fibrillation,4,34.18784387377692,36.4692332900981,-0.000169921875,36.155094360139,0.008299328763499716,36.864189924560364,0.01505178099367238,38.19978832490999,-0.00013101282176648972,0.009366703015124133
Atrial fibrillation,5,33.90782944914814,36.310153665283025,-0.000177734375,35.62810306690812,0.0077300729731777885,36.10359413187517,0.011854328367577119,37.74991021305631,-0.00014156756065494846,0.008677365767770324
Atrial fibrillation,6,33.38546067504765,35.63843845552459,-0.000169921875,35.27821914288152,0.008133058689454213,35.98869732551945,0.01465106316156021,37.296598208508904,-0.00013011193275451664,0.009375844029030932
Atrial fibrillation,7,33.595895648743266,35.83956719498099,-0.000169921875,35.581529796065034,0.008167880496440605,36.30849732671415,0.015271676603001497,37.59304359608815,-0.00013022912670930967,0.009410244868478948
Atrial fibrillation,8,33.73127121366159,35.945224184762075,-0.000169921875,35.62245038944197,0.008177068883360322,36.30449048687862,0.014518243044823735,37.61102910650931,-0.00012728851847154494,0.009355370129916581
Atrial fibrillation,9,33.225412669681006,35.804412468348936,-0.00018212890625,34.89389888795535,0.007731811366939561,35.486118492817816,0.012498992285241671,37.16197614762225,-0.00015636193469026704,0.007444156941932435
Atrial fibrillation,10,34.02025432037739,36.238946332563216,-0.0001689453125,35.965948867344736,0.008269523177301069,36.652752734619774,0.01478759204628943,37.966424045219725,-0.00012833891452464742,0.009356715707238507
Atrial fibrillation,11,34.791865923002945,37.00965530457755,-0.000169921875,36.76847413581669,0.008239824632646851,37.55561085770252,0.01584358709640088,38.76276116132927,-0.00012985099700745195,0.009372651360675647
Atrial fibrillation,12,33.04351616406021,35.36762308031451,-0.000173828125,34.77269103586968,0.008134887709508608,35.4436748071328,0.013587197330161834,36.85127781452128,-0.00013451591578726152,0.009162065690880898
Atrial fibrillation,13,33.7666068331611,36.210441030976504,-0.000177734375,35.460573474055934,0.008206541239411556,36.07269737129695,0.012938670360049103,37.621495268489994,-0.00014419484413679128,0.00867829165280093
Atrial fibrillation,14,34.05322317252821,36.41945531282463,-0.000173828125,36.01532965149246,0.008247239254712269,36.66542474065455,0.01449866866058466,38.11552243005854,-0.00013438175517313766,0.009121589846938333
Atrial fibrillation,15,34.898030283768726,37.01173051841011,-0.0001689453125,36.75661212174671,0.008177068883360322,37.46389439476672,0.014569751630196907,38.6785867148023,-0.00012727075070142753,0.009357903126875167
Atrial fibrillation,16,34.00807480967535,36.311806165632824,-0.000171875,35.83865619893604,0.008133058689454213,36.50460230446955,0.014134112856123864,37.91310628575429,-0.0001317068475536871,0.009371312269770598
Atrial fibrillation,17,35.026890976747254,37.406693164678906,-0.000171875,37.0530619287461,0.008524404751815113,37.821725857079066,0.015862301884924414,39.188595555073256,-0.00013221026757673828,0.00936287534725256
Atrial fibrillation,18,33.380809211297404,35.652739245180335,-0.00017089843750000002,35.224913676571774,0.008102028191420339,35.89654306857767,0.014008341440988406,37.25453154405264,-0.00012820676399860536,0.009356837690404483
Atrial fibrillation,19,32.63175373316559,35.15362898825124,-0.0001796875,34.40673438375914,0.008265805013281759,35.01541836917165,0.013290311381846786,36.64818812685673,-0.00014467714561033066,0.008922994355957272
Basal cell carcinoma,0,24.11598077039796,26.0412598500311,-0.00010693359375000001,32.14339211191971,0.011895717034554085,30.966938032794474,0.01857152880469688,33.341115130271014,-6.0360550181940206e-05,0.01086266009867845
Basal cell carcinoma,1,25.155648822923744,27.19665896194101,-0.00010742187500000001,33.23066828583457,0.011842339297714352,32.0421281694995,0.01844044870469534,34.51309648048277,-6.138772487611282e-05,0.010884795630102008
Basal cell carcinoma,2,24.77460432107635,26.777949092561546,-0.00010644531250000001,32.4217400400758,0.009879308845636313,31.23499163885076,0.017012248534037905,33.695842276961386,-6.07808559649925e-05,0.009932308983965504
Basal cell carcinoma,3,25.751724254887787,27.55581260162462,-9.960937500000001e-05,34.11738480029457,0.011898392227965123,32.93743763581578,0.019551789976531904,35.2303978674364,-5.830152657510723e-05,0.010977287441056737
Basal cell carcinoma,4,24.493313894021803,26.65490333592128,-0.00011132812499999999,32.0652390745446,0.009892646717677405,30.850130698632256,0.016520286629483995,33.42627795442468,-6.704413937404753e-05,0.009829157868196268
Basal cell carcinoma,5,25.703680802076864,27.497562814800087,-0.00010058593750000001,34.128823442162954,0.011852995649539497,33.00723307478674,0.020144216975687586,35.23176865880599,-5.830121170194502e-05,0.010912236659376684
Basal cell carcinoma,6,25.031864216225923,27.11943256219188,-0.000109375,32.60073107960153,0.009906002596932702,31.437911480872046,0.016889325459464345,33.93029743045764,-6.287810407502554e-05,0.0098251823852305
