beta	beta_hat	raf	se
0.41013233462853776	0.43554396112972177	0.016672225371137883	0.06979784352317181
0.11081459900335947	0.10786366296242558	0.6364358587873425	0.018578904515585335
0.3068844293544864	0.298431937897473	0.874803911267863	0.027004566217080844
0.15929932885056816	0.12519776746175718	0.13632430849826302	0.02604509490218604
0.1270350067210157	0.11020329834031316	0.5892628296379271	0.018165669865336038
0.2197206505613937	0.21920829917903853	0.911609268680998	0.03148329759013277
0.19418272826680585	0.17176694076447613	0.453459510872359	0.017951779944008983
0.10625135463142302	0.08996671967832665	0.4844459409486932	0.01788249771347573
0.569711009081278	0.6348516126485593	0.9826527252907383	0.06844981594051847
0.1479307743177639	0.14522464962342793	0.2218775073807058	0.021508361158104127
0.10662286631048552	0.12223950514277586	0.6306623102032254	0.018517301220335295
0.11012454450443245	0.12133073316364845	0.6012515471909938	0.018251994750186223
0.12092054687792378	0.10831319405523218	0.27245280860207854	0.020072973685546894
0.35646827149054217	0.3896961869251695	0.9753773625964101	0.057667924787593604
0.14186457331054725	0.10667008444748924	0.1973259546778738	0.022455680872988572
0.12120105237049128	0.1216809620743514	0.6864598388315974	0.019263437513734924
0.16232705754543716	0.18529877802485267	0.18585770784600208	0.022974575620174433
0.15075668755010485	0.1779027778731749	0.527976816536591	0.017901888704646214
0.20669218940061526	0.19820256026632146	0.9275875476408898	0.034482906242533286
0.22701800744028833	0.21754922196766746	0.34648662929202323	0.018780946057111923
0.10946723265527362	0.0890627051433894	0.6364358587873427	0.018578904515585335
0.31402979653155577	0.2955795120532121	0.08091234455192893	0.03277193499978742
0.31819448577765735	0.31495669722156644	0.050685388840307155	0.04074191798621748
0.1856565817857432	0.15394316699768423	0.8388439411866213	0.024306590209513597
0.14047062679443736	0.14814933049621398	0.34648662929202323	0.018780946057111923
0.15674114892367277	0.17724353278286026	0.26756392057123624	0.02018781443183717
0.13389383346361775	0.14816062715067965	0.24858319917195332	0.020678146462368648
0.13299247818870757	0.11165405430920228	0.8103790119453871	0.022798204721750582
0.12790647551040746	0.15748981421366817	0.20126798653833458	0.022289485678480114
0.2629731517491983	0.23818592865646354	0.09442230592560541	0.03056242316947521
0.12414208820615408	0.14177160841453182	0.2532412504554386	0.020550886446775198
0.5541704767802162	0.5189985718216512	0.018423537229049165	0.06645679121145469
0.13525178693760614	0.14209952909334947	0.28239936725503617	0.01985247592368368
0.17359020587557888	0.1366247358766748	0.13065651415945634	0.02651714163988803
0.4236955641205519	0.3882637055042658	0.0318716597037938	0.05087672383247541
0.11012961505888903	0.09565408539936485	0.3298012660796632	0.019009031192608446
0.45909729654611275	0.5091710883641003	0.9470031459392322	0.03989212655468852
0.5700105556221731	0.6054705145025583	0.9845829468978611	0.07253725308735044
0.13521363084407126	0.13191153821531595	0.324332284799007	0.01909089413770477
0.21373687277894632	0.26532443890804647	0.09442230592560524	0.030562423169475238
0.1564975735469175	0.1551646051208422	0.14829983688444293	0.025146308673067125
0.5616137861647112	0.6350197915848274	0.9787383282283075	0.06195208703580963
0.15331938980236948	0.17831282461989006	0.16792368958703252	0.023908392742572185
0.12224895835233214	0.1273734876780141	0.7372679602401435	0.02030573643720491
0.15810337627470689	0.11697317279501258	0.7420423342910978	0.02042675516682048
0.17466271350981943	0.18464023537447044	0.13632430849826302	0.02604509490218604
0.13129239542107266	0.1300079337456709	0.7865463490645073	0.021810920293746937
0.4950228976357519	0.49294122515796696	0.011463899076229245	0.08395092776654231
0.10999669741545254	0.0823235134953203	0.5093343890420846	0.017876958577970392
0.17109709467415712	0.19032410737713643	0.11001142730327229	0.028561224917190615
0.10897559552208923	0.08972396269814914	0.6421697946548419	0.018643373842667496
0.13704424463446266	0.1698583534225134	0.8286061872142174	0.02371462645386483
0.10518963469514103	0.11194526432052432	0.4844459409486932	0.01788249771347573
0.22853357359860108	0.25632011902147483	0.7467587495445613	0.020550886446775198
0.1313055903446579	0.12764417571212985	0.19344367407746144	0.02262524689959166
0.16154924073271745	0.15052041227595356	0.13065651415945614	0.026517141639888046
0.14160819785339043	0.15866938878489262	0.4906656109579154	0.017876958577970392
0.12089404824646567	0.09877223840881727	0.2925667491730666	0.019644126707437662
0.12738045151982716	0.15264610564908626	0.7420423342910978	0.02042675516682048
0.1597179488746193	0.15726648651020433	0.39279897818826426	0.018299386190263233
0.15357983336064862	0.1303710114676273	0.7074332508269336	0.019644126707437665
0.13116969498243697	0.12795618454726043	0.5832269356015057	0.018126724576075993
0.10423001318108387	0.10333816071197881	0.4350261139847912	0.018026694259764643
