beta	beta_hat	raf	se
0.18327578058597324	0.20575401673480825	0.8286061872142176	0.023714626453864848
0.11018609332333124	0.11026342671073792	0.44729806239880043	0.01797396708875521
0.14075825603355896	0.1784737231510563	0.8354887682619195	0.02410570620395824
0.19199389780937748	0.18119647239096626	0.2218775073807058	0.021508361158104127
0.11060142898114612	0.11001557577955377	0.39874845280900617	0.018251994750186223
0.1282531100440622	0.10011016578775365	0.2218775073807058	0.021508361158104127
0.14403957522236763	0.1583285722892145	0.2627320397598563	0.020305736437204916
0.15109703642801464	0.16428092189859414	0.3809979029710022	0.018402659533063626
0.13556990452850168	0.1269915163293838	0.7738206043730517	0.021361968965864585
0.11568912224866533	0.12755760550465517	0.6248505686917358	0.018458555564057753
0.24695333429032115	0.23760706430071568	0.8517001631155571	0.025146308673067125
0.3496415908201313	0.3409067820668868	0.17850845644842422	0.0233376433295649
0.2652333645852787	0.24471475943080312	0.8286061872142174	0.02371462645386483
0.38175707888409777	0.404778899042081	0.04434967541756171	0.043410342810040005
0.48358154406507353	0.4402646806401714	0.9743085823880895	0.05648662744034741
0.15504902694100486	0.1707053858451237	0.4047284026505743	0.018207424679460484
0.12622307278152348	0.12294844659378935	0.3298012660796632	0.019009031192608446
0.19400972050062684	0.15492890998404163	0.8286061872142174	0.02371462645386483
0.5079010382869259	0.5158268977042259	0.011463899076229217	0.08395092776654241
0.11772518770346128	0.13478622184554798	0.5771656392017691	0.018090583461175612
0.23610379403151185	0.21766271009723223	0.2176355725679815	0.021658005272999846
0.10805112425247629	0.08995010075117052	0.34648662929202323	0.018780946057111923
0.11337917816330909	0.10981615883429231	0.3693376897967744	0.0185173012203353
0.13105266821436223	0.1332135052667384	0.7781224926192942	0.021508361158104127
0.19279323061158465	0.25059795097380383	0.12254218041568948	0.027254110855001706
0.10395578189807872	0.10236132506128688	0.5093343890420845	0.017876958577970392
0.13713550751116785	0.13761332082204797	0.5403645536118322	0.0179323728862549
0.20100370236219262	0.23296412157260465	0.4472980623988001	0.01797396708875521
0.15012675981456458	0.17244657500390773	0.4472980623988001	0.01797396708875521
0.13410079425547264	0.1127162341893931	0.3521372578649824	0.018710717973199946
0.1202468493982387	0.12710103802567282	0.4844459409486927	0.01788249771347573
0.19731507361353942	0.19050013846143896	0.45345951087235936	0.017951779944008983
0.12268302374415704	0.10981048073956023	0.6917809436716416	0.01935414113485268
