trait,sample,ll_neut,ll_dir,I1_dir,ll_stab,I2_stab,ll_plei,Ip_plei,ll_full,I1_full,I2_full
asthma,0,12.645957464243072,12.6578298239242,5.46875e-05,12.64597247039211,1.995262314968834e-07,12.644657447769866,3.548133892335688e-07,12.657887558744122,5.625764955175402e-05,1e-08
bc,0,2.8160259529001275,5.218286076825264,-0.0006093750000000001,3.5852363884495464,0.012301027977199508,3.5309135192281476,0.026914137619628534,5.412995735515889,-0.00040738871034409383,0.008239832051739077
bmi,0,51.951765997804564,51.953802984033835,-3.125e-05,55.32195406964095,0.31672591083127777,55.577204610535794,0.5484175296139369,55.43078147195808,-8.54662813699179e-05,0.24579023147578513
cad,0,25.71314905424275,26.106805638818834,-6.787109375e-05,31.28058994841934,0.014472610528710753,31.587622415853172,0.04202292983752815,31.492365354400118,-4.6139662470328757e-05,0.013676282568066725
dbp,0,12.883477853472861,14.548879612806363,-0.001453125,14.704336446586405,0.4968112324126306,14.75874864382406,1.3255243046511798,15.56781662912329,-0.0006805581560646395,0.39758085560444334
gallstones,0,8.071054007604,8.349355543628194,-8.154296874999999e-05,11.870801282754694,0.020964493531065394,12.041697084548598,0.10546192715290031,11.962193652871601,-2.9288190423331595e-05,0.019483846896409977
hdl,0,15.61601994828869,15.616395654588977,-5.859375e-06,15.778706378441607,0.006067472442337685,15.914767890949808,0.004119029685344017,15.835411325436795,2.13444240911258e-05,0.006192258581916956
height,0,213.42895357165168,215.92717341665235,0.00046484375,249.59671912475653,0.7030280549222571,250.06908072958362,1.4903594155040107,251.16839857367668,0.0002161599181418615,0.7101730196388228
ldl,0,21.546996604554668,22.780166493847933,-0.000173828125,28.42769524443751,0.020627810117570453,30.72586309184361,0.15000254682700218,28.96756475506967,-8.921993523836131e-05,0.021457442390152872
rbc,0,35.51966259569664,35.6284393885424,0.0001328125,35.5190563022821,0.0007805178013312433,35.63502990605416,0.00693723686715631,35.629694386265534,0.00014055871241725997,0.0033235649816018946
sbp,0,20.912931039395577,22.716850257164154,-0.0011191406250000001,23.226500217369562,0.33856235885417524,22.32628755307565,0.33879082515569947,24.06597941168348,-0.0003969914274675845,0.37332254648546803
t2d,0,53.385312323515016,53.38424518527453,-3.90625e-06,65.5464315857234,0.02252860886527449,66.58421705078268,0.05870192507304137,65.58388274545158,-9.110904662520634e-06,0.024087070503590206
triglycerides,0,7.391500319193907,7.665964115481867,0.00019921875000000001,7.3914233866207075,1.995262314968834e-07,7.39488140185952,3.548133892335688e-07,7.6661718931442016,0.00019787836074829188,1e-08
uterine_fibroids,0,7.829098653045198,7.958251929186403,-7.421875000000001e-05,7.886544407159919,0.0011906421418438433,7.8336772415859715,0.00010856588060230763,7.9926781111751115,-7.627873130917355e-05,0.0004960287698213769
